instant,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,day_name
4069,2011-06-23,Fall,2011,Jun,10,No,Thursday,Working Day,Mist/Cloudy,0.76,0.7273,0.66,0.1343,39,88,127,Working Day,Thursday
4070,2011-06-23,Fall,2011,Jun,11,No,Thursday,Working Day,Light Snow/Rain,0.76,0.7273,0.66,0.2537,28,108,136,Working Day,Thursday
4071,2011-06-23,Fall,2011,Jun,12,No,Thursday,Working Day,Mist/Cloudy,0.76,0.7273,0.66,0.2836,30,130,160,Working Day,Thursday
4072,2011-06-23,Fall,2011,Jun,13,No,Thursday,Working Day,Mist/Cloudy,0.76,0.7121,0.62,0.2836,37,149,186,Working Day,Thursday
4073,2011-06-23,Fall,2011,Jun,14,No,Thursday,Working Day,Mist/Cloudy,0.76,0.7273,0.66,0.2985,46,103,149,Working Day,Thursday
4074,2011-06-23,Fall,2011,Jun,15,No,Thursday,Working Day,Mist/Cloudy,0.76,0.697,0.52,0.3582,62,127,189,Working Day,Thursday
4075,2011-06-23,Fall,2011,Jun,16,No,Thursday,Working Day,Mist/Cloudy,0.74,0.6818,0.62,0.2985,58,217,275,Working Day,Thursday
4076,2011-06-23,Fall,2011,Jun,17,No,Thursday,Working Day,Mist/Cloudy,0.72,0.6818,0.7,0.3582,74,495,569,Working Day,Thursday
4077,2011-06-23,Fall,2011,Jun,18,No,Thursday,Working Day,Clear/Partly Cloudy,0.72,0.6818,0.7,0.4179,57,483,540,Working Day,Thursday
4078,2011-06-23,Fall,2011,Jun,19,No,Thursday,Working Day,Clear/Partly Cloudy,0.72,0.6818,0.7,0.3582,56,344,400,Working Day,Thursday
4079,2011-06-23,Fall,2011,Jun,20,No,Thursday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.74,0.2239,75,277,352,Working Day,Thursday
4080,2011-06-23,Fall,2011,Jun,21,No,Thursday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.74,0.194,46,188,234,Working Day,Thursday
4081,2011-06-23,Fall,2011,Jun,22,No,Thursday,Working Day,Mist/Cloudy,0.7,0.6667,0.74,0.2239,23,139,162,Working Day,Thursday
4082,2011-06-23,Fall,2011,Jun,23,No,Thursday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.74,0.2836,15,90,105,Working Day,Thursday
4083,2011-06-24,Fall,2011,Jun,0,No,Friday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.79,0.194,10,53,63,Working Day,Friday
4084,2011-06-24,Fall,2011,Jun,1,No,Friday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.3284,8,20,28,Working Day,Friday
4085,2011-06-24,Fall,2011,Jun,2,No,Friday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.3284,4,10,14,Working Day,Friday
4086,2011-06-24,Fall,2011,Jun,3,No,Friday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.1642,1,4,5,Working Day,Friday
4087,2011-06-24,Fall,2011,Jun,4,No,Friday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.0896,1,8,9,Working Day,Friday
4088,2011-06-24,Fall,2011,Jun,5,No,Friday,Working Day,Clear/Partly Cloudy,0.64,0.5758,0.89,0.0896,2,18,20,Working Day,Friday
4089,2011-06-24,Fall,2011,Jun,6,No,Friday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.1343,4,87,91,Working Day,Friday
4090,2011-06-24,Fall,2011,Jun,7,No,Friday,Working Day,Mist/Cloudy,0.66,0.6061,0.83,0.2239,21,247,268,Working Day,Friday
4091,2011-06-24,Fall,2011,Jun,8,No,Friday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.74,0.2239,27,439,466,Working Day,Friday
4092,2011-06-24,Fall,2011,Jun,9,No,Friday,Working Day,Clear/Partly Cloudy,0.74,0.6818,0.62,0.1343,28,203,231,Working Day,Friday
4093,2011-06-24,Fall,2011,Jun,10,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7273,0.43,0.2836,43,102,145,Working Day,Friday
4094,2011-06-24,Fall,2011,Jun,11,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7121,0.38,0.3284,56,147,203,Working Day,Friday
4095,2011-06-24,Fall,2011,Jun,12,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7121,0.41,0.2836,51,150,201,Working Day,Friday
4096,2011-06-24,Fall,2011,Jun,13,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.7121,0.36,0.2239,43,178,221,Working Day,Friday
4097,2011-06-24,Fall,2011,Jun,14,No,Friday,Working Day,Clear/Partly Cloudy,0.78,0.697,0.43,0.2836,67,162,229,Working Day,Friday
4098,2011-06-24,Fall,2011,Jun,15,No,Friday,Working Day,Clear/Partly Cloudy,0.82,0.7273,0.34,0.3881,69,147,216,Working Day,Friday
4099,2011-06-24,Fall,2011,Jun,16,No,Friday,Working Day,Clear/Partly Cloudy,0.8,0.697,0.33,0.4179,80,247,327,Working Day,Friday
4100,2011-06-24,Fall,2011,Jun,17,No,Friday,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.37,0.2537,85,472,557,Working Day,Friday
4101,2011-06-24,Fall,2011,Jun,18,No,Friday,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.37,0.2985,87,365,452,Working Day,Friday
4102,2011-06-24,Fall,2011,Jun,19,No,Friday,Working Day,Clear/Partly Cloudy,0.74,0.6515,0.4,0.2239,92,293,385,Working Day,Friday
4103,2011-06-24,Fall,2011,Jun,20,No,Friday,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.45,0.1642,66,222,288,Working Day,Friday
4104,2011-06-24,Fall,2011,Jun,21,No,Friday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.48,0.1343,50,183,233,Working Day,Friday
4105,2011-06-24,Fall,2011,Jun,22,No,Friday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.48,0.0,41,126,167,Working Day,Friday
4106,2011-06-24,Fall,2011,Jun,23,No,Friday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.51,0.1343,33,139,172,Working Day,Friday
4107,2011-06-25,Fall,2011,Jun,0,No,Saturday,Holiday,Clear/Partly Cloudy,0.68,0.6364,0.47,0.1642,19,97,116,Weekend/Holiday,Saturday
4108,2011-06-25,Fall,2011,Jun,1,No,Saturday,Holiday,Clear/Partly Cloudy,0.66,0.6212,0.5,0.1642,20,75,95,Weekend/Holiday,Saturday
4109,2011-06-25,Fall,2011,Jun,2,No,Saturday,Holiday,Mist/Cloudy,0.66,0.6212,0.5,0.194,8,51,59,Weekend/Holiday,Saturday
4110,2011-06-25,Fall,2011,Jun,3,No,Saturday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.57,0.194,18,21,39,Weekend/Holiday,Saturday
4111,2011-06-25,Fall,2011,Jun,4,No,Saturday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.57,0.194,7,4,11,Weekend/Holiday,Saturday
4112,2011-06-25,Fall,2011,Jun,5,No,Saturday,Holiday,Clear/Partly Cloudy,0.62,0.6061,0.61,0.1343,6,8,14,Weekend/Holiday,Saturday
4113,2011-06-25,Fall,2011,Jun,6,No,Saturday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.57,0.2239,12,17,29,Weekend/Holiday,Saturday
4114,2011-06-25,Fall,2011,Jun,7,No,Saturday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.57,0.2836,7,35,42,Weekend/Holiday,Saturday
4115,2011-06-25,Fall,2011,Jun,8,No,Saturday,Holiday,Clear/Partly Cloudy,0.7,0.6515,0.48,0.2537,27,85,112,Weekend/Holiday,Saturday
4116,2011-06-25,Fall,2011,Jun,9,No,Saturday,Holiday,Clear/Partly Cloudy,0.72,0.6515,0.45,0.2537,47,139,186,Weekend/Holiday,Saturday
4117,2011-06-25,Fall,2011,Jun,10,No,Saturday,Holiday,Clear/Partly Cloudy,0.72,0.6515,0.45,0.194,99,203,302,Weekend/Holiday,Saturday
4118,2011-06-25,Fall,2011,Jun,11,No,Saturday,Holiday,Clear/Partly Cloudy,0.74,0.6667,0.42,0.0,122,209,331,Weekend/Holiday,Saturday
4119,2011-06-25,Fall,2011,Jun,12,No,Saturday,Holiday,Clear/Partly Cloudy,0.74,0.6515,0.4,0.2836,140,252,392,Weekend/Holiday,Saturday
4120,2011-06-25,Fall,2011,Jun,13,No,Saturday,Holiday,Clear/Partly Cloudy,0.74,0.6515,0.4,0.2836,140,231,371,Weekend/Holiday,Saturday
4121,2011-06-25,Fall,2011,Jun,14,No,Saturday,Holiday,Clear/Partly Cloudy,0.74,0.6667,0.45,0.2985,151,232,383,Weekend/Holiday,Saturday
4122,2011-06-25,Fall,2011,Jun,15,No,Saturday,Holiday,Clear/Partly Cloudy,0.74,0.6667,0.45,0.0,157,235,392,Weekend/Holiday,Saturday
4123,2011-06-25,Fall,2011,Jun,16,No,Saturday,Holiday,Clear/Partly Cloudy,0.76,0.6818,0.43,0.2985,175,235,410,Weekend/Holiday,Saturday
4124,2011-06-25,Fall,2011,Jun,17,No,Saturday,Holiday,Clear/Partly Cloudy,0.74,0.6667,0.42,0.2239,152,247,399,Weekend/Holiday,Saturday
4125,2011-06-25,Fall,2011,Jun,18,No,Saturday,Holiday,Clear/Partly Cloudy,0.72,0.6515,0.45,0.2537,108,199,307,Weekend/Holiday,Saturday
4126,2011-06-25,Fall,2011,Jun,19,No,Saturday,Holiday,Clear/Partly Cloudy,0.72,0.6667,0.48,0.2836,121,254,375,Weekend/Holiday,Saturday
4127,2011-06-25,Fall,2011,Jun,20,No,Saturday,Holiday,Clear/Partly Cloudy,0.7,0.6515,0.48,0.194,74,195,269,Weekend/Holiday,Saturday
4128,2011-06-25,Fall,2011,Jun,21,No,Saturday,Holiday,Clear/Partly Cloudy,0.68,0.6364,0.51,0.1642,62,140,202,Weekend/Holiday,Saturday
4129,2011-06-25,Fall,2011,Jun,22,No,Saturday,Holiday,Clear/Partly Cloudy,0.68,0.6364,0.47,0.194,61,126,187,Weekend/Holiday,Saturday
4130,2011-06-25,Fall,2011,Jun,23,No,Saturday,Holiday,Mist/Cloudy,0.66,0.6212,0.5,0.2985,49,130,179,Weekend/Holiday,Saturday
4131,2011-06-26,Fall,2011,Jun,0,No,Sunday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.53,0.0,30,85,115,Weekend/Holiday,Sunday
4132,2011-06-26,Fall,2011,Jun,1,No,Sunday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.53,0.1045,17,73,90,Weekend/Holiday,Sunday
4133,2011-06-26,Fall,2011,Jun,2,No,Sunday,Holiday,Clear/Partly Cloudy,0.62,0.6212,0.57,0.1045,17,70,87,Weekend/Holiday,Sunday
4134,2011-06-26,Fall,2011,Jun,3,No,Sunday,Holiday,Clear/Partly Cloudy,0.6,0.6061,0.64,0.1045,12,22,34,Weekend/Holiday,Sunday
4135,2011-06-26,Fall,2011,Jun,4,No,Sunday,Holiday,Clear/Partly Cloudy,0.6,0.6061,0.64,0.0896,3,8,11,Weekend/Holiday,Sunday
4136,2011-06-26,Fall,2011,Jun,5,No,Sunday,Holiday,Clear/Partly Cloudy,0.6,0.6061,0.64,0.0,3,9,12,Weekend/Holiday,Sunday
4137,2011-06-26,Fall,2011,Jun,6,No,Sunday,Holiday,Clear/Partly Cloudy,0.6,0.6061,0.64,0.0,7,13,20,Weekend/Holiday,Sunday
4138,2011-06-26,Fall,2011,Jun,7,No,Sunday,Holiday,Clear/Partly Cloudy,0.62,0.6061,0.61,0.0,24,27,51,Weekend/Holiday,Sunday
4139,2011-06-26,Fall,2011,Jun,8,No,Sunday,Holiday,Clear/Partly Cloudy,0.64,0.6212,0.61,0.194,29,78,107,Weekend/Holiday,Sunday
4140,2011-06-26,Fall,2011,Jun,9,No,Sunday,Holiday,Clear/Partly Cloudy,0.66,0.6212,0.54,0.0896,75,131,206,Weekend/Holiday,Sunday
4141,2011-06-26,Fall,2011,Jun,10,No,Sunday,Holiday,Clear/Partly Cloudy,0.72,0.6667,0.48,0.1045,136,196,332,Weekend/Holiday,Sunday
4142,2011-06-26,Fall,2011,Jun,11,No,Sunday,Holiday,Clear/Partly Cloudy,0.72,0.6515,0.45,0.1343,127,219,346,Weekend/Holiday,Sunday
4143,2011-06-26,Fall,2011,Jun,12,No,Sunday,Holiday,Clear/Partly Cloudy,0.74,0.6515,0.4,0.1642,175,268,443,Weekend/Holiday,Sunday
4144,2011-06-26,Fall,2011,Jun,13,No,Sunday,Holiday,Clear/Partly Cloudy,0.74,0.6515,0.4,0.0,197,245,442,Weekend/Holiday,Sunday
4145,2011-06-26,Fall,2011,Jun,14,No,Sunday,Holiday,Clear/Partly Cloudy,0.74,0.6515,0.4,0.1343,197,246,443,Weekend/Holiday,Sunday
4146,2011-06-26,Fall,2011,Jun,15,No,Sunday,Holiday,Clear/Partly Cloudy,0.74,0.6515,0.4,0.0,174,229,403,Weekend/Holiday,Sunday
4147,2011-06-26,Fall,2011,Jun,16,No,Sunday,Holiday,Clear/Partly Cloudy,0.74,0.6667,0.42,0.194,177,278,455,Weekend/Holiday,Sunday
4148,2011-06-26,Fall,2011,Jun,17,No,Sunday,Holiday,Mist/Cloudy,0.72,0.6515,0.42,0.1642,178,243,421,Weekend/Holiday,Sunday
4149,2011-06-26,Fall,2011,Jun,18,No,Sunday,Holiday,Mist/Cloudy,0.72,0.6515,0.45,0.2537,117,265,382,Weekend/Holiday,Sunday
4150,2011-06-26,Fall,2011,Jun,19,No,Sunday,Holiday,Mist/Cloudy,0.72,0.6667,0.48,0.1343,89,228,317,Weekend/Holiday,Sunday
4151,2011-06-26,Fall,2011,Jun,20,No,Sunday,Holiday,Mist/Cloudy,0.7,0.6515,0.48,0.1045,55,158,213,Weekend/Holiday,Sunday
4152,2011-06-26,Fall,2011,Jun,21,No,Sunday,Holiday,Mist/Cloudy,0.7,0.6515,0.54,0.1045,48,135,183,Weekend/Holiday,Sunday
4153,2011-06-26,Fall,2011,Jun,22,No,Sunday,Holiday,Clear/Partly Cloudy,0.7,0.6515,0.51,0.0,19,95,114,Weekend/Holiday,Sunday
4154,2011-06-26,Fall,2011,Jun,23,No,Sunday,Holiday,Clear/Partly Cloudy,0.7,0.6515,0.54,0.0896,14,64,78,Weekend/Holiday,Sunday
4155,2011-06-27,Fall,2011,Jun,0,No,Monday,Working Day,Light Snow/Rain,0.64,0.6061,0.73,0.2836,7,25,32,Working Day,Monday
4156,2011-06-27,Fall,2011,Jun,1,No,Monday,Working Day,Mist/Cloudy,0.62,0.5909,0.78,0.1343,4,11,15,Working Day,Monday
4157,2011-06-27,Fall,2011,Jun,2,No,Monday,Working Day,Light Snow/Rain,0.62,0.5909,0.78,0.1343,3,3,6,Working Day,Monday
4158,2011-06-27,Fall,2011,Jun,3,No,Monday,Working Day,Light Snow/Rain,0.62,0.5909,0.78,0.1343,0,2,2,Working Day,Monday
4159,2011-06-27,Fall,2011,Jun,4,No,Monday,Working Day,Mist/Cloudy,0.6,0.5606,0.83,0.1642,1,8,9,Working Day,Monday
4160,2011-06-27,Fall,2011,Jun,5,No,Monday,Working Day,Mist/Cloudy,0.62,0.5758,0.83,0.1642,1,21,22,Working Day,Monday
4161,2011-06-27,Fall,2011,Jun,6,No,Monday,Working Day,Mist/Cloudy,0.62,0.5909,0.78,0.1642,4,90,94,Working Day,Monday
4162,2011-06-27,Fall,2011,Jun,7,No,Monday,Working Day,Mist/Cloudy,0.64,0.6061,0.73,0.2239,14,247,261,Working Day,Monday
4163,2011-06-27,Fall,2011,Jun,8,No,Monday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.74,0.194,29,418,447,Working Day,Monday
4164,2011-06-27,Fall,2011,Jun,9,No,Monday,Working Day,Mist/Cloudy,0.72,0.6667,0.54,0.0,37,150,187,Working Day,Monday
4165,2011-06-27,Fall,2011,Jun,10,No,Monday,Working Day,Mist/Cloudy,0.72,0.6667,0.54,0.1343,55,95,150,Working Day,Monday
4166,2011-06-27,Fall,2011,Jun,11,No,Monday,Working Day,Mist/Cloudy,0.7,0.6515,0.58,0.0,55,95,150,Working Day,Monday
4167,2011-06-27,Fall,2011,Jun,12,No,Monday,Working Day,Mist/Cloudy,0.72,0.6667,0.54,0.0,40,130,170,Working Day,Monday
4168,2011-06-27,Fall,2011,Jun,13,No,Monday,Working Day,Mist/Cloudy,0.72,0.6667,0.58,0.2239,37,127,164,Working Day,Monday
4169,2011-06-27,Fall,2011,Jun,14,No,Monday,Working Day,Mist/Cloudy,0.72,0.6667,0.58,0.0896,58,100,158,Working Day,Monday
4170,2011-06-27,Fall,2011,Jun,15,No,Monday,Working Day,Mist/Cloudy,0.74,0.6818,0.55,0.0,76,126,202,Working Day,Monday
4171,2011-06-27,Fall,2011,Jun,16,No,Monday,Working Day,Clear/Partly Cloudy,0.74,0.6818,0.55,0.1045,53,222,275,Working Day,Monday
4172,2011-06-27,Fall,2011,Jun,17,No,Monday,Working Day,Clear/Partly Cloudy,0.74,0.6818,0.55,0.1343,90,514,604,Working Day,Monday
4173,2011-06-27,Fall,2011,Jun,18,No,Monday,Working Day,Clear/Partly Cloudy,0.74,0.6667,0.51,0.0,79,512,591,Working Day,Monday
4174,2011-06-27,Fall,2011,Jun,19,No,Monday,Working Day,Clear/Partly Cloudy,0.72,0.6818,0.62,0.194,56,340,396,Working Day,Monday
4175,2011-06-27,Fall,2011,Jun,20,No,Monday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.65,0.1045,54,251,305,Working Day,Monday
4176,2011-06-27,Fall,2011,Jun,21,No,Monday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.65,0.0,52,190,242,Working Day,Monday
4177,2011-06-27,Fall,2011,Jun,22,No,Monday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.69,0.0,33,112,145,Working Day,Monday
4178,2011-06-27,Fall,2011,Jun,23,No,Monday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.69,0.0,16,65,81,Working Day,Monday
4179,2011-06-28,Fall,2011,Jun,0,No,Tuesday,Working Day,Mist/Cloudy,0.66,0.6061,0.78,0.1343,5,25,30,Working Day,Tuesday
4180,2011-06-28,Fall,2011,Jun,1,No,Tuesday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.74,0.0,5,8,13,Working Day,Tuesday
4181,2011-06-28,Fall,2011,Jun,2,No,Tuesday,Working Day,Mist/Cloudy,0.66,0.6212,0.74,0.0,2,9,11,Working Day,Tuesday
4182,2011-06-28,Fall,2011,Jun,3,No,Tuesday,Working Day,Mist/Cloudy,0.66,0.6212,0.74,0.0,0,2,2,Working Day,Tuesday
4183,2011-06-28,Fall,2011,Jun,4,No,Tuesday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.74,0.0,1,7,8,Working Day,Tuesday
4184,2011-06-28,Fall,2011,Jun,5,No,Tuesday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.78,0.0,1,20,21,Working Day,Tuesday
4185,2011-06-28,Fall,2011,Jun,6,No,Tuesday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.1642,7,117,124,Working Day,Tuesday
4186,2011-06-28,Fall,2011,Jun,7,No,Tuesday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.83,0.194,27,320,347,Working Day,Tuesday
4187,2011-06-28,Fall,2011,Jun,8,No,Tuesday,Working Day,Clear/Partly Cloudy,0.7,0.6667,0.79,0.1642,39,417,456,Working Day,Tuesday
4188,2011-06-28,Fall,2011,Jun,9,No,Tuesday,Working Day,Clear/Partly Cloudy,0.74,0.697,0.7,0.0,38,208,246,Working Day,Tuesday
4189,2011-06-28,Fall,2011,Jun,10,No,Tuesday,Working Day,Clear/Partly Cloudy,0.8,0.7424,0.49,0.1642,45,112,157,Working Day,Tuesday
4190,2011-06-28,Fall,2011,Jun,11,No,Tuesday,Working Day,Clear/Partly Cloudy,0.82,0.7576,0.46,0.0,49,118,167,Working Day,Tuesday
4191,2011-06-28,Fall,2011,Jun,12,No,Tuesday,Working Day,Clear/Partly Cloudy,0.84,0.7727,0.47,0.2239,41,161,202,Working Day,Tuesday
4192,2011-06-28,Fall,2011,Jun,13,No,Tuesday,Working Day,Clear/Partly Cloudy,0.84,0.7576,0.44,0.0,33,156,189,Working Day,Tuesday
4193,2011-06-28,Fall,2011,Jun,14,No,Tuesday,Working Day,Clear/Partly Cloudy,0.86,0.7879,0.44,0.2239,43,117,160,Working Day,Tuesday
4194,2011-06-28,Fall,2011,Jun,15,No,Tuesday,Working Day,Clear/Partly Cloudy,0.86,0.7879,0.41,0.0,39,127,166,Working Day,Tuesday
4195,2011-06-28,Fall,2011,Jun,16,No,Tuesday,Working Day,Clear/Partly Cloudy,0.86,0.803,0.47,0.2836,41,220,261,Working Day,Tuesday
4196,2011-06-28,Fall,2011,Jun,17,No,Tuesday,Working Day,Light Snow/Rain,0.82,0.7879,0.56,0.2836,70,509,579,Working Day,Tuesday
4197,2011-06-28,Fall,2011,Jun,18,No,Tuesday,Working Day,Light Snow/Rain,0.8,0.7576,0.55,0.2985,68,436,504,Working Day,Tuesday
4198,2011-06-28,Fall,2011,Jun,19,No,Tuesday,Working Day,Mist/Cloudy,0.74,0.6818,0.58,0.4627,44,255,299,Working Day,Tuesday
4199,2011-06-28,Fall,2011,Jun,20,No,Tuesday,Working Day,Clear/Partly Cloudy,0.74,0.6818,0.62,0.0,50,246,296,Working Day,Tuesday
4200,2011-06-28,Fall,2011,Jun,21,No,Tuesday,Working Day,Clear/Partly Cloudy,0.74,0.697,0.66,0.2836,31,164,195,Working Day,Tuesday
4201,2011-06-28,Fall,2011,Jun,22,No,Tuesday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.7,0.2985,30,104,134,Working Day,Tuesday
4202,2011-06-28,Fall,2011,Jun,23,No,Tuesday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.7,0.2836,23,58,81,Working Day,Tuesday
4203,2011-06-29,Fall,2011,Jun,0,No,Wednesday,Working Day,Mist/Cloudy,0.68,0.6364,0.79,0.2836,11,25,36,Working Day,Wednesday
4204,2011-06-29,Fall,2011,Jun,1,No,Wednesday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.79,0.2985,10,18,28,Working Day,Wednesday
4205,2011-06-29,Fall,2011,Jun,2,No,Wednesday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.2239,7,9,16,Working Day,Wednesday
4206,2011-06-29,Fall,2011,Jun,3,No,Wednesday,Working Day,Mist/Cloudy,0.66,0.6061,0.83,0.1045,2,3,5,Working Day,Wednesday
4207,2011-06-29,Fall,2011,Jun,4,No,Wednesday,Working Day,Clear/Partly Cloudy,0.66,0.6061,0.83,0.1045,0,5,5,Working Day,Wednesday
4208,2011-06-29,Fall,2011,Jun,5,No,Wednesday,Working Day,Clear/Partly Cloudy,0.64,0.5758,0.83,0.194,3,19,22,Working Day,Wednesday
4209,2011-06-29,Fall,2011,Jun,6,No,Wednesday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.69,0.2985,12,104,116,Working Day,Wednesday
4210,2011-06-29,Fall,2011,Jun,7,No,Wednesday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.54,0.2239,18,318,336,Working Day,Wednesday
4211,2011-06-29,Fall,2011,Jun,8,No,Wednesday,Working Day,Clear/Partly Cloudy,0.7,0.6515,0.48,0.2836,41,499,540,Working Day,Wednesday
4212,2011-06-29,Fall,2011,Jun,9,No,Wednesday,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.45,0.3881,32,189,221,Working Day,Wednesday
4213,2011-06-29,Fall,2011,Jun,10,No,Wednesday,Working Day,Clear/Partly Cloudy,0.74,0.6667,0.42,0.2836,31,95,126,Working Day,Wednesday
4214,2011-06-29,Fall,2011,Jun,11,No,Wednesday,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.35,0.2239,53,117,170,Working Day,Wednesday
4215,2011-06-29,Fall,2011,Jun,12,No,Wednesday,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.35,0.2537,55,188,243,Working Day,Wednesday
4216,2011-06-29,Fall,2011,Jun,13,No,Wednesday,Working Day,Clear/Partly Cloudy,0.8,0.697,0.31,0.3284,45,186,231,Working Day,Wednesday
4217,2011-06-29,Fall,2011,Jun,14,No,Wednesday,Working Day,Clear/Partly Cloudy,0.8,0.697,0.31,0.194,50,138,188,Working Day,Wednesday
4218,2011-06-29,Fall,2011,Jun,15,No,Wednesday,Working Day,Clear/Partly Cloudy,0.82,0.7121,0.3,0.1642,43,146,189,Working Day,Wednesday
4219,2011-06-29,Fall,2011,Jun,16,No,Wednesday,Working Day,Clear/Partly Cloudy,0.82,0.7121,0.3,0.4179,60,268,328,Working Day,Wednesday
4220,2011-06-29,Fall,2011,Jun,17,No,Wednesday,Working Day,Clear/Partly Cloudy,0.82,0.7121,0.26,0.4179,78,492,570,Working Day,Wednesday
4221,2011-06-29,Fall,2011,Jun,18,No,Wednesday,Working Day,Clear/Partly Cloudy,0.8,0.697,0.29,0.2985,78,510,588,Working Day,Wednesday
4222,2011-06-29,Fall,2011,Jun,19,No,Wednesday,Working Day,Clear/Partly Cloudy,0.76,0.6667,0.35,0.3881,60,341,401,Working Day,Wednesday
4223,2011-06-29,Fall,2011,Jun,20,No,Wednesday,Working Day,Clear/Partly Cloudy,0.74,0.6515,0.37,0.2985,69,264,333,Working Day,Wednesday
4224,2011-06-29,Fall,2011,Jun,21,No,Wednesday,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.39,0.2239,26,195,221,Working Day,Wednesday
4225,2011-06-29,Fall,2011,Jun,22,No,Wednesday,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.42,0.194,32,151,183,Working Day,Wednesday
4226,2011-06-29,Fall,2011,Jun,23,No,Wednesday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.47,0.194,32,97,129,Working Day,Wednesday
4227,2011-06-30,Fall,2011,Jun,0,No,Thursday,Working Day,Clear/Partly Cloudy,0.66,0.6212,0.5,0.1642,15,39,54,Working Day,Thursday
4228,2011-06-30,Fall,2011,Jun,1,No,Thursday,Working Day,Clear/Partly Cloudy,0.64,0.6212,0.53,0.1343,13,19,32,Working Day,Thursday
4229,2011-06-30,Fall,2011,Jun,2,No,Thursday,Working Day,Clear/Partly Cloudy,0.62,0.6212,0.57,0.1343,2,6,8,Working Day,Thursday
4230,2011-06-30,Fall,2011,Jun,3,No,Thursday,Working Day,Clear/Partly Cloudy,0.6,0.6061,0.6,0.1642,2,7,9,Working Day,Thursday
4231,2011-06-30,Fall,2011,Jun,4,No,Thursday,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.64,0.1343,2,4,6,Working Day,Thursday
4232,2011-06-30,Fall,2011,Jun,5,No,Thursday,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.64,0.2537,1,24,25,Working Day,Thursday
4233,2011-06-30,Fall,2011,Jun,6,No,Thursday,Working Day,Clear/Partly Cloudy,0.6,0.6061,0.64,0.2537,4,119,123,Working Day,Thursday
4234,2011-06-30,Fall,2011,Jun,7,No,Thursday,Working Day,Clear/Partly Cloudy,0.62,0.6061,0.61,0.2239,29,291,320,Working Day,Thursday
4235,2011-06-30,Fall,2011,Jun,8,No,Thursday,Working Day,Clear/Partly Cloudy,0.68,0.6364,0.47,0.2239,44,511,555,Working Day,Thursday
4236,2011-06-30,Fall,2011,Jun,9,No,Thursday,Working Day,Clear/Partly Cloudy,0.7,0.6364,0.42,0.2239,33,227,260,Working Day,Thursday
4237,2011-06-30,Fall,2011,Jun,10,No,Thursday,Working Day,Clear/Partly Cloudy,0.72,0.6515,0.42,0.194,35,97,132,Working Day,Thursday
